datetime,count,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,dayofweek,hour
2011-01-02 01:00:00,1.358504720646626,1,0,0,2,18.04,21.97,94,16.9979,2011,1,2,6,1
2011-01-02 02:00:00,1.1947055233182955,1,0,0,2,17.22,21.21,100,19.0012,2011,1,2,6,2
2011-01-02 03:00:00,1.0804178182729878,1,0,0,2,18.86,22.725,94,12.998,2011,1,2,6,3
2011-01-02 04:00:00,0.8697416861919438,1,0,0,2,18.86,22.725,94,12.998,2011,1,2,6,4
2011-01-02 06:00:00,0.7412763113750153,1,0,0,3,17.22,21.21,77,19.9995,2011,1,2,6,6
2011-01-02 07:00:00,0.5265890341390445,1,0,0,2,16.4,20.455,76,12.998,2011,1,2,6,7
2011-01-02 08:00:00,1.1622831138840004,1,0,0,3,16.4,20.455,71,15.0013,2011,1,2,6,8
2011-01-02 09:00:00,1.3973634811730353,1,0,0,2,15.58,19.695,76,15.0013,2011,1,2,6,9
2011-01-02 10:00:00,1.607232291151654,1,0,0,2,14.76,17.425,81,15.0013,2011,1,2,6,10
2011-01-02 11:00:00,1.6606403793348095,1,0,0,2,14.76,16.665,71,16.9979,2011,1,2,6,11
2011-01-02 12:00:00,1.712589050021264,1,0,0,2,14.76,16.665,66,19.9995,2011,1,2,6,12
2011-01-02 13:00:00,1.6734888160092363,1,0,0,2,14.76,17.425,66,8.9981,2011,1,2,6,13
2011-01-02 14:00:00,1.6281310150671582,1,0,0,3,14.76,17.425,76,12.998,2011,1,2,6,14
2011-01-02 15:00:00,1.6710010327416251,1,0,0,3,13.94,16.665,81,11.0014,2011,1,2,6,15
2011-01-02 16:00:00,1.6759380249901916,1,0,0,3,13.94,16.665,71,11.0014,2011,1,2,6,16
2011-01-02 17:00:00,1.6466671712706678,1,0,0,1,13.94,16.665,57,12.998,2011,1,2,6,17
2011-01-02 18:00:00,1.607232291151654,1,0,0,2,14.76,16.665,46,22.0028,2011,1,2,6,18
2011-01-02 19:00:00,1.4892992254175486,1,0,0,1,13.12,14.395,42,30.0026,2011,1,2,6,19
2011-01-02 20:00:00,1.4196068415100236,1,0,0,1,12.3,13.635,39,23.9994,2011,1,2,6,20
2011-01-02 21:00:00,1.496434016604423,1,0,0,1,10.66,11.365,44,22.0028,2011,1,2,6,21
2011-01-02 22:00:00,1.1947055233182955,1,0,0,1,9.84,10.605,44,19.9995,2011,1,2,6,22
2011-01-02 23:00:00,1.1622831138840004,1,0,0,1,9.02,11.365,47,11.0014,2011,1,2,6,23
2011-01-03 00:00:00,1.026672031199051,1,0,1,1,9.02,9.85,44,23.9994,2011,1,3,0,0
2011-01-03 01:00:00,0.7412763113750153,1,0,1,1,8.2,8.335,44,27.9993,2011,1,3,0,1
2011-01-03 04:00:00,0.5265890341390445,1,0,1,1,6.56,6.82,47,26.0027,2011,1,3,0,4
2011-01-03 05:00:00,0.8697416861919438,1,0,1,1,6.56,6.82,47,19.0012,2011,1,3,0,5
2011-01-03 06:00:00,1.4892992254175486,1,0,1,1,5.74,5.305,50,26.0027,2011,1,3,0,6
2011-01-03 07:00:00,1.6437209301888343,1,0,1,1,5.74,6.82,50,12.998,2011,1,3,0,7
2011-01-03 08:00:00,1.798970923559588,1,0,1,1,5.74,6.06,50,19.0012,2011,1,3,0,8
2011-01-03 09:00:00,1.7026798402849839,1,0,1,1,6.56,6.82,43,26.0027,2011,1,3,0,9
2011-01-03 10:00:00,1.570002974208493,1,0,1,1,7.38,8.335,43,16.9979,2011,1,3,0,10
2011-01-03 11:00:00,1.5996388013001026,1,0,1,1,8.2,9.09,40,22.0028,2011,1,3,0,11
2011-01-03 12:00:00,1.63454690370149,1,0,1,1,9.02,10.605,35,19.9995,2011,1,3,0,12
2011-01-03 13:00:00,1.63454690370149,1,0,1,1,9.84,10.605,35,19.0012,2011,1,3,0,13
2011-01-03 14:00:00,1.6783497616208911,1,0,1,1,10.66,12.12,30,19.0012,2011,1,3,0,14
2011-01-03 15:00:00,1.6659050929776016,1,0,1,1,10.66,12.12,30,16.9979,2011,1,3,0,15
2011-01-03 16:00:00,1.6759380249901916,1,0,1,1,10.66,12.12,30,16.9979,2011,1,3,0,16
2011-01-03 17:00:00,1.8021379316915813,1,0,1,1,9.84,11.365,30,15.0013,2011,1,3,0,17
2011-01-03 18:00:00,1.8021379316915813,1,0,1,1,9.84,12.88,32,7.0015,2011,1,3,0,18
2011-01-03 19:00:00,1.742136743805324,1,0,1,1,8.2,12.88,47,0.0,2011,1,3,0,19
2011-01-03 20:00:00,1.603478573504849,1,0,1,1,8.2,11.365,47,7.0015,2011,1,3,0,20
2011-01-03 21:00:00,1.603478573504849,1,0,1,1,7.38,9.85,64,8.9981,2011,1,3,0,21
2011-01-03 22:00:00,1.3973634811730353,1,0,1,1,5.74,7.575,69,8.9981,2011,1,3,0,22
2011-01-03 23:00:00,1.2711498482847257,1,0,1,1,7.38,10.605,55,7.0015,2011,1,3,0,23
2011-01-04 00:00:00,1.026672031199051,1,0,1,1,6.56,9.09,55,7.0015,2011,1,4,1,0
2011-01-04 01:00:00,0.7412763113750153,1,0,1,1,6.56,9.09,59,7.0015,2011,1,4,1,1
2011-01-04 02:00:00,0.5265890341390445,1,0,1,1,5.74,7.575,63,8.9981,2011,1,4,1,2
2011-01-04 04:00:00,0.7412763113750153,1,0,1,1,5.74,9.09,63,6.0032,2011,1,4,1,4
2011-01-04 05:00:00,0.9591348389208239,1,0,1,1,4.92,7.575,68,7.0015,2011,1,4,1,5
2011-01-04 06:00:00,1.5284269505599697,1,0,1,1,4.92,7.575,74,7.0015,2011,1,4,1,6
2011-01-04 07:00:00,1.7144962229206409,1,0,1,1,4.92,7.575,74,8.9981,2011,1,4,1,7
2011-01-04 08:00:00,1.8234126545313947,1,0,1,1,5.74,7.575,69,11.0014,2011,1,4,1,8
2011-01-04 09:00:00,1.7254630513334037,1,0,1,1,6.56,7.575,64,15.0013,2011,1,4,1,9
2011-01-04 10:00:00,1.5604997616108318,1,0,1,2,6.56,6.82,69,22.0028,2011,1,4,1,10
2011-01-04 11:00:00,1.6214540309583532,1,0,1,1,9.02,10.605,51,19.9995,2011,1,4,1,11
2011-01-04 12:00:00,1.6807250824647135,1,0,1,1,9.02,11.365,51,11.0014,2011,1,4,1,12
2011-01-04 13:00:00,1.7200786095266942,1,0,1,1,9.84,11.365,56,12.998,2011,1,4,1,13
2011-01-04 14:00:00,1.6407200993500939,1,0,1,1,10.66,12.88,52,15.0013,2011,1,4,1,14
2011-01-04 15:00:00,1.6466671712706678,1,0,1,1,11.48,13.635,52,16.9979,2011,1,4,1,15
2011-01-04 16:00:00,1.6920895459931111,1,0,1,1,12.3,14.395,49,16.9979,2011,1,4,1,16
2011-01-04 17:00:00,1.8502315274246866,1,0,1,1,11.48,13.635,48,15.0013,2011,1,4,1,17
2011-01-04 18:00:00,1.8260781474077188,1,0,1,1,10.66,12.88,48,12.998,2011,1,4,1,18
2011-01-04 19:00:00,1.74525954872198,1,0,1,1,9.84,12.88,48,7.0015,2011,1,4,1,19
2011-01-04 20:00:00,1.6109034750189168,1,0,1,1,9.84,12.88,48,7.0015,2011,1,4,1,20
2011-01-04 21:00:00,1.5875644833216505,1,0,1,1,9.02,13.635,64,0.0,2011,1,4,1,21
2011-01-04 22:00:00,1.5224670302876946,1,0,1,1,9.02,12.88,64,6.0032,2011,1,4,1,22
2011-01-04 23:00:00,1.2484412575662103,1,0,1,1,8.2,11.365,69,6.0032,2011,1,4,1,23
2011-01-05 00:00:00,1.0804178182729878,1,0,1,1,8.2,12.88,64,0.0,2011,1,5,2,0
2011-01-05 01:00:00,1.0804178182729878,1,0,1,1,6.56,9.85,74,6.0032,2011,1,5,2,1
2011-01-05 02:00:00,0.7412763113750153,1,0,1,1,6.56,9.85,74,6.0032,2011,1,5,2,2
2011-01-05 04:00:00,0.7412763113750153,1,0,1,1,9.84,11.365,48,15.0013,2011,1,5,2,4
2011-01-05 05:00:00,0.8697416861919438,1,0,1,1,9.02,11.365,47,11.0014,2011,1,5,2,5
2011-01-05 06:00:00,1.5099182003836584,1,0,1,1,8.2,9.85,47,15.0013,2011,1,5,2,6
2011-01-05 07:00:00,1.7026798402849839,1,0,1,1,7.38,9.09,43,12.998,2011,1,5,2,7
2011-01-05 08:00:00,1.8370697219086884,1,0,1,1,8.2,9.09,40,19.9995,2011,1,5,2,8
2011-01-05 09:00:00,1.749824041026481,1,0,1,1,9.02,9.85,37,22.0028,2011,1,5,2,9
2011-01-05 10:00:00,1.6214540309583532,1,0,1,1,9.02,9.85,37,22.0028,2011,1,5,2,10
2011-01-05 11:00:00,1.579009137828587,1,0,1,1,10.66,11.365,33,22.0028,2011,1,5,2,11
2011-01-05 12:00:00,1.6830650011356274,1,0,1,1,10.66,11.365,33,22.0028,2011,1,5,2,12
2011-01-05 13:00:00,1.6632944814375767,1,0,1,1,11.48,12.88,30,19.9995,2011,1,5,2,13
2011-01-05 14:00:00,1.637662762520353,1,0,1,1,12.3,14.395,28,12.998,2011,1,5,2,14
2011-01-05 15:00:00,1.637662762520353,1,0,1,1,12.3,14.395,28,12.998,2011,1,5,2,15
2011-01-05 16:00:00,1.7047134862451474,1,0,1,1,12.3,15.91,28,6.0032,2011,1,5,2,16
2011-01-05 17:00:00,1.8329451460953283,1,0,1,1,9.84,11.365,38,12.998,2011,1,5,2,17
2011-01-05 18:00:00,1.8141402142832723,1,0,1,1,9.84,12.12,38,8.9981,2011,1,5,2,18
2011-01-05 19:00:00,1.7733152706473527,1,0,1,1,9.84,12.88,38,7.0015,2011,1,5,2,19
2011-01-05 20:00:00,1.7047134862451474,1,0,1,1,9.02,11.365,47,11.0014,2011,1,5,2,20
2011-01-05 21:00:00,1.5653166550596793,1,0,1,1,8.2,9.85,51,12.998,2011,1,5,2,21
2011-01-05 22:00:00,1.5604997616108318,1,0,1,1,7.38,9.85,55,8.9981,2011,1,5,2,22
2011-01-05 23:00:00,1.3852268599316875,1,0,1,1,8.2,12.88,47,0.0,2011,1,5,2,23
2011-01-06 00:00:00,1.2484412575662103,1,0,1,1,7.38,12.12,55,0.0,2011,1,6,3,0
2011-01-06 01:00:00,0.9591348389208239,1,0,1,1,6.56,11.365,64,0.0,2011,1,6,3,1
2011-01-06 02:00:00,0.7412763113750153,1,0,1,1,6.56,11.365,64,0.0,2011,1,6,3,2
2011-01-06 04:00:00,0.5265890341390445,1,0,1,2,6.56,9.85,64,6.0032,2011,1,6,3,4
2011-01-06 05:00:00,0.9591348389208239,1,0,1,2,5.74,9.09,69,6.0032,2011,1,6,3,5
2011-01-06 06:00:00,1.5284269505599697,1,0,1,2,5.74,8.335,63,7.0015,2011,1,6,3,6
2011-01-06 07:00:00,1.7163798514467992,1,0,1,2,6.56,11.365,59,0.0,2011,1,6,3,7
2011-01-06 08:00:00,1.8553017984487439,1,0,1,1,6.56,11.365,59,0.0,2011,1,6,3,8
2011-01-06 09:00:00,1.7599564649868773,1,0,1,2,7.38,12.12,51,0.0,2011,1,6,3,9
2011-01-06 10:00:00,1.5745651437258248,1,0,1,1,8.2,12.88,47,0.0,2011,1,6,3,10
2011-01-06 11:00:00,1.6281310150671582,1,0,1,1,9.02,12.88,44,6.0032,2011,1,6,3,11
2011-01-06 12:00:00,1.6942663054703442,1,0,1,1,10.66,14.395,35,0.0,2011,1,6,3,12
2011-01-06 13:00:00,1.6524030880939045,1,0,1,1,10.66,13.635,35,7.0015,2011,1,6,3,13
2011-01-06 14:00:00,1.6606403793348095,1,0,1,1,11.48,13.635,36,11.0014,2011,1,6,3,14
2011-01-06 15:00:00,1.637662762520353,1,0,1,1,11.48,13.635,36,0.0,2011,1,6,3,15
2011-01-06 16:00:00,1.6985302777514544,1,0,1,1,10.66,12.88,38,11.0014,2011,1,6,3,16
2011-01-06 17:00:00,1.8169871572575529,1,0,1,1,9.02,11.365,51,11.0014,2011,1,6,3,17
2011-01-06 18:00:00,1.8082668738615209,1,0,1,1,9.02,11.365,51,8.9981,2011,1,6,3,18
2011-01-06 19:00:00,1.74525954872198,1,0,1,1,9.02,12.88,55,6.0032,2011,1,6,3,19
2011-01-06 20:00:00,1.6579414149579819,1,0,1,1,8.2,10.605,51,11.0014,2011,1,6,3,20
2011-01-06 21:00:00,1.5875644833216505,1,0,1,2,9.02,10.605,55,15.0013,2011,1,6,3,21
2011-01-06 22:00:00,1.603478573504849,1,0,1,2,9.02,10.605,51,19.0012,2011,1,6,3,22
2011-01-06 23:00:00,1.4298455472897516,1,0,1,2,8.2,9.85,59,12.998,2011,1,6,3,23
2011-01-07 00:00:00,1.358504720646626,1,0,1,2,8.2,9.85,64,12.998,2011,1,7,4,0
2011-01-07 01:00:00,1.1247482629090362,1,0,1,2,8.2,9.85,69,15.0013,2011,1,7,4,1
2011-01-07 02:00:00,0.5265890341390445,1,0,1,2,8.2,9.85,69,15.0013,2011,1,7,4,2
2011-01-07 04:00:00,0.5265890341390445,1,0,1,2,8.2,10.605,69,8.9981,2011,1,7,4,4
2011-01-07 05:00:00,1.026672031199051,1,0,1,3,9.02,13.635,55,0.0,2011,1,7,4,5
2011-01-07 06:00:00,1.5163019408528369,1,0,1,2,8.2,12.88,69,0.0,2011,1,7,4,6
2011-01-07 07:00:00,1.6942663054703442,1,0,1,1,8.2,10.605,69,8.9981,2011,1,7,4,7
2011-01-07 08:00:00,1.8487473895449305,1,0,1,1,8.2,9.85,51,16.9979,2011,1,7,4,8
2011-01-07 09:00:00,1.775845981748474,1,0,1,1,8.2,9.09,47,19.9995,2011,1,7,4,9
2011-01-07 10:00:00,1.6407200993500939,1,0,1,1,9.02,9.85,37,22.0028,2011,1,7,4,10
2011-01-07 11:00:00,1.6524030880939045,1,0,1,2,8.2,9.85,40,15.0013,2011,1,7,4,11
2011-01-07 12:00:00,1.6281310150671582,1,0,1,2,8.2,9.85,37,16.9979,2011,1,7,4,12
2011-01-07 13:00:00,1.6684735252826461,1,0,1,2,8.2,9.09,37,19.0012,2011,1,7,4,13
2011-01-07 14:00:00,1.5957092304038698,1,0,1,2,8.2,9.85,40,16.9979,2011,1,7,4,14
2011-01-07 15:00:00,1.6659050929776016,1,0,1,2,8.2,10.605,37,11.0014,2011,1,7,4,15
2011-01-07 16:00:00,1.700619000072578,1,0,1,2,8.2,10.605,37,11.0014,2011,1,7,4,16
2011-01-07 17:00:00,1.8304098214920528,1,0,1,2,8.2,12.88,37,0.0,2011,1,7,4,17
2011-01-07 18:00:00,1.7613486395430595,1,0,1,1,8.2,11.365,40,6.0032,2011,1,7,4,18
2011-01-07 19:00:00,1.7163798514467992,1,0,1,1,6.56,9.85,55,6.0032,2011,1,7,4,19
2011-01-07 20:00:00,1.5996388013001026,1,0,1,1,7.38,10.605,47,7.0015,2011,1,7,4,20
2011-01-07 21:00:00,1.5451936315479267,1,0,1,1,7.38,9.85,47,8.9981,2011,1,7,4,21
2011-01-07 22:00:00,1.5284269505599697,1,0,1,2,7.38,9.85,43,11.0014,2011,1,7,4,22
2011-01-07 23:00:00,1.327761429538331,1,0,1,2,7.38,9.85,51,11.0014,2011,1,7,4,23
2011-01-08 00:00:00,1.448822238365871,1,0,0,2,7.38,9.85,51,11.0014,2011,1,8,5,0
2011-01-08 01:00:00,1.3437034446606386,1,0,0,2,7.38,10.605,55,6.0032,2011,1,8,5,1
2011-01-08 02:00:00,1.3437034446606386,1,0,0,2,7.38,12.12,55,0.0,2011,1,8,5,2
2011-01-08 03:00:00,1.1247482629090362,1,0,0,3,7.38,9.85,55,11.0014,2011,1,8,5,3
2011-01-08 04:00:00,0.5265890341390445,1,0,0,3,7.38,9.85,55,11.0014,2011,1,8,5,4
2011-01-08 05:00:00,1.026672031199051,1,0,0,2,6.56,8.335,74,11.0014,2011,1,8,5,5
2011-01-08 06:00:00,0.7412763113750153,1,0,0,2,6.56,8.335,74,11.0014,2011,1,8,5,6
2011-01-08 07:00:00,1.1947055233182955,1,0,0,2,6.56,9.09,74,7.0015,2011,1,8,5,7
2011-01-08 08:00:00,1.327761429538331,1,0,0,3,6.56,9.09,93,7.0015,2011,1,8,5,8
2011-01-08 09:00:00,1.3973634811730353,1,0,0,3,6.56,9.09,93,7.0015,2011,1,8,5,9
2011-01-08 10:00:00,1.63454690370149,1,0,0,2,7.38,9.85,80,11.0014,2011,1,8,5,10
2011-01-08 11:00:00,1.637662762520353,1,0,0,2,8.2,9.09,69,26.0027,2011,1,8,5,11
2011-01-08 12:00:00,1.7218947624700471,1,0,0,2,8.2,9.09,59,23.9994,2011,1,8,5,12
2011-01-08 13:00:00,1.7289490519659823,1,0,0,1,8.2,9.09,44,22.0028,2011,1,8,5,13
2011-01-08 14:00:00,1.7163798514467992,1,0,0,1,8.2,8.335,32,32.9975,2011,1,8,5,14
2011-01-08 15:00:00,1.6710010327416251,1,0,0,1,8.2,8.335,32,30.0026,2011,1,8,5,15
2011-01-08 16:00:00,1.6759380249901916,1,0,0,1,7.38,6.82,29,30.0026,2011,1,8,5,16
2011-01-08 17:00:00,1.6579414149579819,1,0,0,1,6.56,6.06,37,36.9974,2011,1,8,5,17
2011-01-08 18:00:00,1.6144954397020792,1,0,0,1,5.74,6.06,39,19.9995,2011,1,8,5,18
2011-01-08 19:00:00,1.4892992254175486,1,0,0,1,5.74,6.06,36,16.9979,2011,1,8,5,19
2011-01-08 20:00:00,1.4741440143630178,1,0,0,1,4.92,6.06,36,16.9979,2011,1,8,5,20
2011-01-08 21:00:00,1.5341940066777084,1,0,0,1,4.92,5.305,39,23.9994,2011,1,8,5,21
2011-01-08 22:00:00,1.5163019408528369,1,0,0,1,4.92,5.305,36,26.0027,2011,1,8,5,22
2011-01-08 23:00:00,1.4196068415100236,1,0,0,1,4.1,3.03,39,30.0026,2011,1,8,5,23
2011-01-09 00:00:00,1.448822238365871,1,0,0,1,4.1,3.79,42,26.0027,2011,1,9,6,0
2011-01-09 01:00:00,1.2711498482847257,1,0,0,1,4.1,3.03,42,31.0009,2011,1,9,6,1
2011-01-09 02:00:00,1.2484412575662103,1,0,0,1,4.1,3.03,46,31.0009,2011,1,9,6,2
2011-01-09 03:00:00,0.9591348389208239,1,0,0,1,4.1,3.79,46,27.9993,2011,1,9,6,3
2011-01-09 04:00:00,0.5265890341390445,1,0,0,1,3.28,4.545,53,12.998,2011,1,9,6,4
2011-01-09 05:00:00,0.5265890341390445,1,0,0,1,3.28,4.545,53,12.998,2011,1,9,6,5
2011-01-09 06:00:00,0.5265890341390445,1,0,0,1,4.1,4.545,49,19.0012,2011,1,9,6,6
2011-01-09 07:00:00,1.0804178182729878,1,0,0,1,3.28,4.545,53,12.998,2011,1,9,6,7
2011-01-09 08:00:00,1.223156202527103,1,0,0,1,4.1,4.545,49,19.0012,2011,1,9,6,8
2011-01-09 09:00:00,1.3852268599316875,1,0,0,1,4.92,3.79,46,35.0008,2011,1,9,6,9
2011-01-09 10:00:00,1.5916858743493758,1,0,0,1,5.74,5.305,43,26.0027,2011,1,9,6,10
2011-01-09 11:00:00,1.5916858743493758,1,0,0,1,6.56,6.06,40,35.0008,2011,1,9,6,11
2011-01-09 12:00:00,1.6920895459931111,1,0,0,1,7.38,6.82,37,30.0026,2011,1,9,6,12
2011-01-09 13:00:00,1.6734888160092363,1,0,0,1,8.2,8.335,34,30.0026,2011,1,9,6,13
2011-01-09 14:00:00,1.6659050929776016,1,0,0,1,9.02,9.09,32,31.0009,2011,1,9,6,14
2011-01-09 15:00:00,1.68988188256892,1,0,0,1,9.02,9.85,35,23.9994,2011,1,9,6,15
2011-01-09 16:00:00,1.710657776180059,1,0,0,1,8.2,8.335,34,30.0026,2011,1,9,6,16
2011-01-09 17:00:00,1.637662762520353,1,0,0,1,7.38,7.575,37,26.0027,2011,1,9,6,17
2011-01-09 18:00:00,1.5875644833216505,1,0,0,1,6.56,6.82,40,22.0028,2011,1,9,6,18
2011-01-09 19:00:00,1.5555453730992024,1,0,0,1,6.56,6.82,43,22.0028,2011,1,9,6,19
2011-01-09 20:00:00,1.5397794579522743,1,0,0,1,5.74,6.06,46,16.9979,2011,1,9,6,20
2011-01-09 21:00:00,1.3973634811730353,1,0,0,1,5.74,5.305,46,27.9993,2011,1,9,6,21
2011-01-09 22:00:00,1.327761429538331,1,0,0,1,5.74,6.06,46,19.9995,2011,1,9,6,22
2011-01-09 23:00:00,1.0804178182729878,1,0,0,1,4.92,6.82,50,12.998,2011,1,9,6,23
2011-01-10 00:00:00,1.026672031199051,1,0,1,1,4.92,6.06,50,19.0012,2011,1,10,0,0
2011-01-10 01:00:00,0.5265890341390445,1,0,1,1,4.92,6.06,50,19.0012,2011,1,10,0,1
2011-01-10 02:00:00,0.8697416861919438,1,0,1,1,4.92,6.06,50,15.0013,2011,1,10,0,2
2011-01-10 03:00:00,0.5265890341390445,1,0,1,1,4.92,6.06,50,15.0013,2011,1,10,0,3
2011-01-10 04:00:00,0.8697416861919438,1,0,1,1,4.1,6.06,54,8.9981,2011,1,10,0,4
2011-01-10 05:00:00,0.8697416861919438,1,0,1,1,4.1,5.305,54,16.9979,2011,1,10,0,5
2011-01-10 06:00:00,1.496434016604423,1,0,1,1,4.92,6.06,50,19.0012,2011,1,10,0,6
2011-01-10 07:00:00,1.6783497616208911,1,0,1,1,4.92,6.06,50,15.0013,2011,1,10,0,7
2011-01-10 08:00:00,1.83126011355907,1,0,1,2,4.92,6.06,50,19.0012,2011,1,10,0,8
2011-01-10 09:00:00,1.7144962229206409,1,0,1,2,5.74,6.06,50,16.9979,2011,1,10,0,9
2011-01-10 10:00:00,1.496434016604423,1,0,1,2,5.74,6.06,50,19.9995,2011,1,10,0,10
2011-01-10 11:00:00,1.4892992254175486,1,0,1,2,6.56,6.82,47,19.0012,2011,1,10,0,11
2011-01-10 12:00:00,1.603478573504849,1,0,1,2,8.2,9.09,40,19.0012,2011,1,10,0,12
2011-01-10 13:00:00,1.6109034750189168,1,0,1,2,8.2,9.09,40,19.0012,2011,1,10,0,13
2011-01-10 14:00:00,1.583340520839692,1,0,1,2,8.2,9.85,40,15.0013,2011,1,10,0,14
2011-01-10 15:00:00,1.5745651437258248,1,0,1,2,8.2,9.85,40,15.0013,2011,1,10,0,15
2011-01-10 16:00:00,1.6710010327416251,1,0,1,1,8.2,10.605,40,8.9981,2011,1,10,0,16
2011-01-10 17:00:00,1.8225126721028055,1,0,1,1,8.2,11.365,40,7.0015,2011,1,10,0,17
2011-01-10 18:00:00,1.8000344713048928,1,0,1,1,8.2,9.85,40,15.0013,2011,1,10,0,18
2011-01-10 19:00:00,1.7163798514467992,1,0,1,1,6.56,8.335,47,11.0014,2011,1,10,0,19
2011-01-10 20:00:00,1.6710010327416251,1,0,1,1,6.56,8.335,50,11.0014,2011,1,10,0,20
2011-01-10 21:00:00,1.5397794579522743,1,0,1,1,5.74,6.82,59,12.998,2011,1,10,0,21
2011-01-10 22:00:00,1.4395687003478856,1,0,1,1,5.74,7.575,59,11.0014,2011,1,10,0,22
2011-01-10 23:00:00,1.372306733580753,1,0,1,1,5.74,7.575,59,11.0014,2011,1,10,0,23
2011-01-11 00:00:00,1.2711498482847257,1,0,1,1,5.74,8.335,59,7.0015,2011,1,11,1,0
2011-01-11 01:00:00,0.8697416861919438,1,0,1,1,5.74,7.575,59,11.0014,2011,1,11,1,1
2011-01-11 02:00:00,0.8697416861919438,1,0,1,2,6.56,7.575,55,12.998,2011,1,11,1,2
2011-01-11 05:00:00,1.0804178182729878,1,0,1,2,6.56,9.09,55,8.9981,2011,1,11,1,5
2011-01-11 06:00:00,1.4660765372061442,1,0,1,2,6.56,9.09,55,8.9981,2011,1,11,1,6
2011-01-11 07:00:00,1.7236894193081456,1,0,1,2,6.56,11.365,55,0.0,2011,1,11,1,7
2011-01-11 08:00:00,1.8538724045702297,1,0,1,2,7.38,10.605,51,6.0032,2011,1,11,1,8
2011-01-11 09:00:00,1.77073964639405,1,0,1,2,7.38,9.85,51,11.0014,2011,1,11,1,9
2011-01-11 10:00:00,1.6109034750189168,1,0,1,2,8.2,10.605,51,11.0014,2011,1,11,1,10
2011-01-11 11:00:00,1.5224670302876946,1,0,1,2,8.2,10.605,47,8.9981,2011,1,11,1,11
2011-01-11 12:00:00,1.6214540309583532,1,0,1,2,8.2,11.365,51,7.0015,2011,1,11,1,12
2011-01-11 13:00:00,1.603478573504849,1,0,1,2,8.2,11.365,59,6.0032,2011,1,11,1,13
2011-01-11 14:00:00,1.6407200993500939,1,0,1,2,8.2,11.365,59,6.0032,2011,1,11,1,14
2011-01-11 15:00:00,1.583340520839692,1,0,1,2,6.56,9.85,80,6.0032,2011,1,11,1,15
2011-01-11 16:00:00,1.6759380249901916,1,0,1,2,6.56,7.575,86,15.0013,2011,1,11,1,16
2011-01-11 17:00:00,1.7783332269022314,1,0,1,2,6.56,7.575,86,15.0013,2011,1,11,1,17
2011-01-11 18:00:00,1.7163798514467992,1,0,1,3,6.56,9.09,93,7.0015,2011,1,11,1,18
